Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
0,A1 SH,KIMZEY A,2936.5,70.578,0.633,10.399,11.5135,,1,0.2
0,A1 SH,KIMZEY A,2937,73.069,0.601,10.206,11.499,,1,0.178
1,A1 SH,KIMZEY A,2937.5,74.041,0.623,10.894,12.091,,1,0.156
1,A1 SH,KIMZEY A,2938,74.037,0.732,11.389,12.6135,,1,0.133
1,A1 SH,KIMZEY A,2938.5,72.422,0.737,12.27,13.329,,1,0.111
1,A1 SH,KIMZEY A,2939,71.318,0.532,12.819,15.3095,,1,0.089
1,A1 SH,KIMZEY A,2939.5,68.421,0.432,12.6,16.41,,1,0.067
1,A1 SH,KIMZEY A,2940,66.15,0.443,15.571,18.9405,,1,0.044
1,A1 SH,KIMZEY A,2940.5,60.517,0.525,14.47,20.096,,1,0.022
1,B1 SH,KIMZEY A,2983,82.485,0.79,7.788,10.978,,1,1
1,B1 SH,KIMZEY A,2983.5,83.761,0.732,11.664,14.787,,1,0.96
1,B1 SH,KIMZEY A,2984,82.284,0.557,14.572,18.395,,1,0.92
1,B1 SH,KIMZEY A,2984.5,79.657,0.557,13.15,21.582,,1,0.88
1,B1 SH,KIMZEY A,2985,77.044,0.606,13.932,21.356,,1,0.84
1,B1 SH,KIMZEY A,2985.5,71.624,0.677,12.646,20.172,,1,0.8
1,B1 SH,KIMZEY A,2986,68.35,0.635,10.998,18.806,,1,0.76
1,B1 SH,KIMZEY A,2986.5,61.636,0.595,7.648,16.575,,1,0.72
0,B1 SH,KIMZEY A,2987,60.02,0.666,11.341,15.0105,,1,0.68
0,B1 SH,KIMZEY A,2987.5,57.334,0.74,15.736,13.301,,1,0.64
0,B1 SH,KIMZEY A,2988,51.604,0.82,8.804,15.172,,1,0.6
0,B1 SH,KIMZEY A,2988.5,47.143,0.888,7.212,12.611,,1,0.56
0,B1 SH,KIMZEY A,2989,44.586,0.966,4.979,9.4085,,1,0.52
0,B1 SH,KIMZEY A,2989.5,45.435,0.96,3.301,9.1195,,1,0.48
0,B1 SH,KIMZEY A,2990,44.447,0.911,3.906,8.267,,1,0.44
0,B1 SH,KIMZEY A,2990.5,44.343,0.884,5.595,7.4505,,1,0.4
0,B1 SH,KIMZEY A,2991,46.069,0.868,7.647,7.3315,,1,0.36
0,B1 SH,KIMZEY A,2991.5,48.61,0.868,6.273,8.8995,,1,0.32
0,B1 SH,KIMZEY A,2992,49.756,0.911,8.467,9.0675,,1,0.28
0,B1 SH,KIMZEY A,2992.5,49.709,0.862,9.998,8.962,,1,0.24
0,B1 SH,KIMZEY A,2993,49.673,0.795,11.664,9.505,,1,0.2
0,B1 SH,KIMZEY A,2993.5,49.554,0.704,11.38,11.298,,1,0.16
0,B1 SH,KIMZEY A,2994,46.149,0.748,10.328,12.154,,1,0.12
0,B1 SH,KIMZEY A,2994.5,43.622,0.793,8.143,12.2555,,1,0.08
0,B1 SH,KIMZEY A,2995,36.663,0.873,7.538,10.743,,1,0.04
1,B2 SH,KIMZEY A,3014,74.262,0.573,10.729,15.9145,,1,1
1,B2 SH,KIMZEY A,3014.5,71.388,0.497,15.984,18.322,,1,0.929
1,B2 SH,KIMZEY A,3015,70.555,0.306,17.937,19.8485,,1,0.857
1,B2 SH,KIMZEY A,3015.5,74.138,0.422,14.525,22.5445,,1,0.786
1,B2 SH,KIMZEY A,3016,72.583,0.494,14.968,20.73,,1,0.714
1,B2 SH,KIMZEY A,3016.5,68.824,0.556,10.203,21.3735,,1,0.643
1,B2 SH,KIMZEY A,3017,65.282,0.628,9.904,19.271,,1,0.571
1,B2 SH,KIMZEY A,3017.5,60.532,0.71,10.729,14.0445,,1,0.5
1,B2 SH,KIMZEY A,3018,57.217,0.879,9.794,12.531,,1,0.429
1,B2 SH,KIMZEY A,3018.5,55.096,0.911,6.272,10.495,,1,0.357
1,B2 SH,KIMZEY A,3019,52.36,0.78,7.521,10.5145,,1,0.286
0,B2 SH,KIMZEY A,3019.5,51.351,0.737,9.051,10.8395,,1,0.214
0,B2 SH,KIMZEY A,3020,48.562,0.764,11.775,11.0455,,1,0.143
0,B2 SH,KIMZEY A,3020.5,43.998,0.922,10.048,12.184,,1,0.071
1,B3 SH,KIMZEY A,3032.5,61.399,0.825,11.41,8.992,,1,1
1,B3 SH,KIMZEY A,3033,71.921,0.677,14.285,11.3765,,1,0.955
1,B3 SH,KIMZEY A,3033.5,73.821,0.464,16.695,15.1565,,1,0.909
0,B3 SH,KIMZEY A,3034,73.681,0.464,15.075,16.7675,,1,0.864
0,B3 SH,KIMZEY A,3034.5,71.35,0.579,12.033,16.2915,,1,0.818
0,B3 SH,KIMZEY A,3035,69.416,0.683,8.831,15.0205,,1,0.773
0,B3 SH,KIMZEY A,3035.5,67.261,0.764,9.978,10.678,,1,0.727
0,B3 SH,KIMZEY A,3036,64.868,0.819,11.012,9.611,,1,0.682
0,B3 SH,KIMZEY A,3036.5,62.321,0.762,12.214,9.56,,1,0.636
0,B3 SH,KIMZEY A,3037,62.074,0.753,10.6,10.312,,1,0.591
0,B3 SH,KIMZEY A,3037.5,61.119,0.748,8.198,10.605,,1,0.545
0,B3 SH,KIMZEY A,3038,61.291,0.742,7.703,10.7155,,1,0.5
0,B3 SH,KIMZEY A,3038.5,63.942,0.737,9.124,10.5,,1,0.455
0,B3 SH,KIMZEY A,3039,65.728,0.721,10.069,10.6325,,1,0.409
0,B3 SH,KIMZEY A,3039.5,67.095,0.699,10.729,11.0725,,1,0.364
0,B3 SH,KIMZEY A,3040,64.452,0.661,10.179,11.6505,,1,0.318
0,B3 SH,KIMZEY A,3040.5,62.594,0.721,10.014,12.036,,1,0.273
1,B3 SH,KIMZEY A,3041,60.872,0.791,9.959,12.3385,,1,0.227
1,B3 SH,KIMZEY A,3041.5,60.841,0.685,11.101,13.2395,,1,0.182
1,B3 SH,KIMZEY A,3042,59.067,0.525,11.829,16.0245,,1,0.136
0,B3 SH,KIMZEY A,3042.5,53.585,0.519,12.957,16.9465,,1,0.091
0,B3 SH,KIMZEY A,3043,40.166,0.869,12.325,17.1525,,1,0.045
1,B4 SH,KIMZEY A,3050.5,54.149,0.699,7.648,8.652,,1,1
0,B4 SH,KIMZEY A,3051,58.366,0.688,7.373,8.7895,,1,0.944
0,B4 SH,KIMZEY A,3051.5,61.994,0.797,6.988,9.147,,1,0.889
0,B4 SH,KIMZEY A,3052,65.071,0.83,7.593,10.2755,,1,0.833
0,B4 SH,KIMZEY A,3052.5,67.312,0.753,9.133,11.4305,,1,0.778
0,B4 SH,KIMZEY A,3053,67.322,0.65,11.279,11.7335,,1,0.722
0,B4 SH,KIMZEY A,3053.5,63.599,0.612,14.085,11.4305,,1,0.667
0,B4 SH,KIMZEY A,3054,59.174,0.584,14.46,11.848,,1,0.611
0,B4 SH,KIMZEY A,3054.5,56.467,0.59,10.747,10.3515,,1,0.556
0,B4 SH,KIMZEY A,3055,55.051,0.672,8.844,9.76,,1,0.5
0,B4 SH,KIMZEY A,3055.5,55.424,0.715,9.346,10.161,,1,0.444
0,B4 SH,KIMZEY A,3056,58.234,0.808,10.133,10.8845,,1,0.389
0,B4 SH,KIMZEY A,3056.5,62.702,0.824,10.37,11.884,,1,0.333
0,B4 SH,KIMZEY A,3057,65.107,0.715,10.388,12.993,,1,0.278
0,B4 SH,KIMZEY A,3057.5,65.898,0.53,11.995,14.6215,,1,0.222
0,B4 SH,KIMZEY A,3058,63.371,0.415,16.341,17.2355,,1,0.167
1,B4 SH,KIMZEY A,3058.5,56.834,0.575,19.257,16.6575,,1,0.111
1,B4 SH,KIMZEY A,3059,44.687,0.753,13.784,14.456,,1,0.056
1,B5 SH,KIMZEY A,3065,58.378,0.562,5.337,15.0895,,1,1
1,B5 SH,KIMZEY A,3065.5,58.378,0.562,5.337,15.0895,,1,1
1,B5 SH,KIMZEY A,3066,66.469,0.454,7.923,20.0135,,1,0.875
1,B5 SH,KIMZEY A,3066.5,69.387,0.388,10.894,22.82,,1,0.75
1,B5 SH,KIMZEY A,3067,70.043,0.38,11.279,23.3425,,1,0.625
1,B5 SH,KIMZEY A,3067.5,64.826,0.372,11.334,22.875,,1,0.5
1,B5 SH,KIMZEY A,3068,59.546,0.383,9.409,22.6825,,1,0.375
1,B5 SH,KIMZEY A,3068.5,53.408,0.41,9.959,21.3065,,1,0.25
1,B5 SH,KIMZEY A,3069,48.476,0.577,10.344,19.904,,1,0.125
1,C SH,KIMZEY A,3092.5,67.301,0.597,9.233,13.0315,,1,1
1,C SH,KIMZEY A,3093,67.494,0.535,9.574,15.887,,1,0.974
1,C SH,KIMZEY A,3093.5,66.264,0.481,11.334,18.913,,1,0.947
1,C SH,KIMZEY A,3094,64.66,0.503,13.108,18.026,,1,0.921
1,C SH,KIMZEY A,3094.5,64.211,0.584,16.506,16.217,,1,0.895
1,C SH,KIMZEY A,3095,63.453,0.595,14.911,16.0795,,1,0.868
1,C SH,KIMZEY A,3095.5,62.923,0.606,15.155,15.5175,,1,0.842
1,C SH,KIMZEY A,3096,62.614,0.677,14.196,15.282,,1,0.816
1,C SH,KIMZEY A,3096.5,62.594,0.732,15.406,14.402,,1,0.789
1,C SH,KIMZEY A,3097,62.785,0.791,17.277,13.9615,,1,0.763
1,C SH,KIMZEY A,3097.5,65.317,0.742,16.892,14.209,,1,0.711
1,C SH,KIMZEY A,3098,67.611,0.715,16.286,15.062,,1,0.684
1,C SH,KIMZEY A,3098.5,66.572,0.699,15.516,15.667,,1,0.658
1,C SH,KIMZEY A,3099,68.829,0.688,15.791,14.9795,,1,0.632
1,C SH,KIMZEY A,3099.5,70.217,0.688,17.221,14.9245,,1,0.605
0,C SH,KIMZEY A,3100,68.784,0.65,17.756,14.767,,1,0.579
0,C SH,KIMZEY A,3100.5,70.812,0.623,17.973,15.1535,,1,0.553
0,C SH,KIMZEY A,3101,70.526,0.612,18.492,15.83,,1,0.526
0,C SH,KIMZEY A,3101.5,64.98,0.612,18.13,16.066,,1,0.5
0,C SH,KIMZEY A,3102,67.636,0.672,16.726,16.107,,1,0.474
0,C SH,KIMZEY A,3102.5,64.374,0.764,14.251,15.1995,,1,0.447
0,C SH,KIMZEY A,3103,62.215,0.797,12.82,14.264,,1,0.421
0,C SH,KIMZEY A,3103.5,60.814,0.808,13.425,13.5215,,1,0.395
1,C SH,KIMZEY A,3104,60.884,0.742,14.361,12.3385,,1,0.368
1,C SH,KIMZEY A,3104.5,62.554,0.764,15.24,11.623,,1,0.342
0,C SH,KIMZEY A,3105,64.784,0.759,16.341,11.0725,,1,0.289
0,C SH,KIMZEY A,3105.5,67.764,0.745,13.645,12.2555,,1,0.263
0,C SH,KIMZEY A,3106,70.192,0.721,13.646,12.696,,1,0.237
0,C SH,KIMZEY A,3106.5,71.594,0.699,13.535,13.1365,,1,0.211
0,C SH,KIMZEY A,3107,70.705,0.672,13.425,13.4665,,1,0.184
0,C SH,KIMZEY A,3107.5,69.295,0.612,12.159,14.8695,,1,0.158
0,C SH,KIMZEY A,3108,67.784,0.589,12.841,15.3755,,1,0.132
0,C SH,KIMZEY A,3108.5,65.164,0.563,15.079,15.0605,,1,0.105
1,C SH,KIMZEY A,3109,62.957,0.53,16.795,14.9175,,1,0.079
1,C SH,KIMZEY A,3109.5,56.582,0.464,19.038,15.227,,1,0.053
0,A1 SH,CROSS H CATTLE,2573.5,118.439,0.674493717,6.3,9.95,3.631,1,1
0,A1 SH,CROSS H CATTLE,2574,92.55,0.645225712,9.9,13.05,3.45,1,0.987
0,A1 SH,CROSS H CATTLE,2574.5,102.168,0.630020851,12,14.5,3.364,1,0.974
0,A1 SH,CROSS H CATTLE,2575,88.898,0.60031933,15.1,16.05,3.187,1,0.961
0,A1 SH,CROSS H CATTLE,2575.5,85.493,0.57863921,13.6,15.9,3.099,1,0.947
0,A1 SH,CROSS H CATTLE,2576,82.802,0.569958818,13,14.9,3.069,1,0.934
0,A1 SH,CROSS H CATTLE,2576.5,84.257,0.576456532,12.7,14.35,3.077,1,0.921
0,A1 SH,CROSS H CATTLE,2577,85.349,0.592731766,12.8,14.7,3.101,1,0.908
0,A1 SH,CROSS H CATTLE,2577.5,84.317,0.610660163,13.5,15.15,3.078,1,0.895
0,A1 SH,CROSS H CATTLE,2578,83.495,0.623766,13.4,15.1,3.062,1,0.882
0,A1 SH,CROSS H CATTLE,2578.5,83.696,0.630427875,12.7,14.75,3.074,1,0.868
0,A1 SH,CROSS H CATTLE,2579,82.766,0.631342286,12.6,14.4,3.114,1,0.855
0,A1 SH,CROSS H CATTLE,2579.5,85.311,0.629817196,12.3,13.95,3.133,1,0.842
0,A1 SH,CROSS H CATTLE,2580,87.297,0.627365857,12.1,13.65,3.136,1,0.829
0,A1 SH,CROSS H CATTLE,2580.5,85.494,0.622317661,11.6,13.3,3.173,1,0.816
0,A1 SH,CROSS H CATTLE,2581,82.907,0.613841822,11.3,13.05,3.179,1,0.803
0,A1 SH,CROSS H CATTLE,2581.5,84.398,0.602819342,10.3,12.75,3.121,1,0.789
0,A1 SH,CROSS H CATTLE,2582,81.723,0.592176757,9.2,12.6,3.077,1,0.776
0,A1 SH,CROSS H CATTLE,2582.5,83.501,0.583538819,8,12.3,3.058,1,0.763
0,A1 SH,CROSS H CATTLE,2583,88.667,0.575072326,7.6,12.3,3.067,1,0.75
0,A1 SH,CROSS H CATTLE,2583.5,93.129,0.562887381,8,12.8,3.105,1,0.737
0,A1 SH,CROSS H CATTLE,2584,90.255,0.542202782,8.8,13.4,3.127,1,0.724
0,A1 SH,CROSS H CATTLE,2584.5,87.152,0.510276844,9.6,13.8,3.154,1,0.711
0,A1 SH,CROSS H CATTLE,2598,63.458,0.02201574,3.6,20.2,2.629,1,0.316
0,A1 SH,CROSS H CATTLE,2598.5,66.977,0.055378331,4.2,20.1,2.694,1,0.303
0,A1 SH,CROSS H CATTLE,2599,74.958,0.095518042,4.3,19.55,2.702,1,0.289
0,A1 SH,CROSS H CATTLE,2599.5,80.42,0.13893394,3.8,18.3,2.694,1,0.276
0,A1 SH,CROSS H CATTLE,2600,86.667,0.181843588,4.9,17.05,2.726,1,0.263
0,A1 SH,CROSS H CATTLE,2604,75.609,0.247482261,5.1,16.25,2.781,1,0.145
0,A1 SH,CROSS H CATTLE,2604.5,81.872,0.255272505,5.1,16.15,2.777,1,0.132
1,A1 SH,CROSS H CATTLE,2605,90.061,0.273464273,6.4,16.2,2.817,1,0.118
0,A1 SH,CROSS H CATTLE,2605.5,95.985,0.300812794,6,18.3,2.74,1,0.105
0,A1 SH,CROSS H CATTLE,2606,97.149,0.33405144,2.8,23.5,2.635,1,0.092
0,A1 SH,CROSS H CATTLE,2606.5,95.986,0.370698093,5,25.9,2.662,1,0.079
0,A1 SH,CROSS H CATTLE,2607,88.553,0.407560849,3.4,24.8,2.735,1,0.066
0,A1 SH,CROSS H CATTLE,2607.5,86.023,0.471291711,7,15.6,2.956,1,0.039
0,A1 SH,CROSS H CATTLE,2608,88.06,0.503245771,9.7,13.25,3.158,1,0.026
1,B1 SH,CROSS H CATTLE,2631,87.408,0.678700435,-1.8,14.4,3.101,1,1
1,B1 SH,CROSS H CATTLE,2632.5,122.568,0.578753784,-16.4,71.7,0.99,1,0.955
0,B1 SH,CROSS H CATTLE,2633,120.345,0.568319085,2,84.4,0.833,1,0.939
0,B1 SH,CROSS H CATTLE,2633.5,109.836,0.56205483,1.5,81.65,0.852,1,0.924
0,B1 SH,CROSS H CATTLE,2634,94.623,0.566437492,-10.3,65.85,1.234,1,0.909
0,B1 SH,CROSS H CATTLE,2634.5,85.419,0.593396842,-14.5,50.85,1.787,1,0.894
0,B1 SH,CROSS H CATTLE,2635,79.451,0.649042634,-13.6,39.4,2.36,1,0.879
0,B1 SH,CROSS H CATTLE,2635.5,73.811,0.728678367,-11,31.6,2.806,1,0.864
0,B1 SH,CROSS H CATTLE,2636,69.518,0.812646016,-5.5,23.85,3.236,1,0.848
0,B1 SH,CROSS H CATTLE,2636.5,62.166,0.879497287,-1.7,17.85,3.542,1,0.833
0,B1 SH,CROSS H CATTLE,2637,59.183,0.90982337,2.2,13.5,3.762,1,0.818
0,B1 SH,CROSS H CATTLE,2637.5,61.178,0.899163641,3.9,10.35,3.803,1,0.803
0,B1 SH,CROSS H CATTLE,2638,63.124,0.870637963,6.5,8.15,3.8,1,0.788
0,B1 SH,CROSS H CATTLE,2638.5,68.801,0.837272703,9.7,7.45,3.776,1,0.773
0,B1 SH,CROSS H CATTLE,2639,74.956,0.806451323,8.2,11,3.689,1,0.758
0,B1 SH,CROSS H CATTLE,2639.5,73.741,0.779307828,11,13,3.693,1,0.742
0,B1 SH,CROSS H CATTLE,2640,70.887,0.757851344,7.2,15.9,3.59,1,0.727
0,B1 SH,CROSS H CATTLE,2640.5,66.106,0.738859802,6.9,16.25,3.598,1,0.712
0,B1 SH,CROSS H CATTLE,2641,61.301,0.720655357,6.1,15.55,3.544,1,0.697
0,B1 SH,CROSS H CATTLE,2641.5,62.447,0.70612011,7.1,12.65,3.731,1,0.682
0,B1 SH,CROSS H CATTLE,2642,66.43,0.697490887,9,10.4,3.811,1,0.667
0,B1 SH,CROSS H CATTLE,2642.5,66.115,0.696618459,3.6,14,3.675,1,0.652
0,B1 SH,CROSS H CATTLE,2643,69.423,0.698883137,0.5,17.65,3.533,1,0.636
0,B1 SH,CROSS H CATTLE,2643.5,69.913,0.697316542,0.2,17.8,3.564,1,0.621
0,B1 SH,CROSS H CATTLE,2644,69.283,0.692318044,1.3,15.35,3.592,1,0.606
1,B1 SH,CROSS H CATTLE,2644.5,66.611,0.683317262,6,11.7,3.575,1,0.591
1,B1 SH,CROSS H CATTLE,2645,65.698,0.671265433,7.5,10.45,3.552,1,0.576
0,B1 SH,CROSS H CATTLE,2659.5,95.363,0.255031163,-6.2,30.7,2.293,1,0.136
0,B1 SH,CROSS H CATTLE,2660.5,87.7,0.351022853,-13.3,30.25,2.339,1,0.106
0,B1 SH,CROSS H CATTLE,2661,88.51,0.380573003,-16.9,25.75,2.43,1,0.091
0,B1 SH,CROSS H CATTLE,2661.5,97.562,0.404833717,-5.6,18.5,2.664,1,0.076
0,B1 SH,CROSS H CATTLE,2662,97.562,0.404833717,-5.6,18.5,2.664,1,0.076
0,B1 SH,CROSS H CATTLE,2662.5,106.601,0.424064525,4.7,14.25,3.032,1,0.061
0,B1 SH,CROSS H CATTLE,2663,110.258,0.44684771,8.6,14.4,3.098,1,0.045
1,B1 SH,CROSS H CATTLE,2663.5,112.1,0.473048805,12.1,15.75,3.151,1,0.03
0,B2 SH,CROSS H CATTLE,2675.5,76.418,0.661718058,9.4,10.6,3.296,1,0.778
0,B2 SH,CROSS H CATTLE,2676,73.595,0.677150521,10.7,9.75,3.46,1,0.759
0,B2 SH,CROSS H CATTLE,2676.5,71.789,0.70457945,11.9,9.15,3.626,1,0.741
0,B2 SH,CROSS H CATTLE,2677,66.261,0.736316808,11.5,8.95,3.726,1,0.722
0,B2 SH,CROSS H CATTLE,2677.5,66.621,0.76604086,9.5,8.45,3.83,1,0.704
0,B2 SH,CROSS H CATTLE,2678,60.802,0.790636962,8.2,7.7,3.856,1,0.685
0,B2 SH,CROSS H CATTLE,2678.5,58.173,0.807737922,7.7,7.55,3.853,1,0.667
0,B2 SH,CROSS H CATTLE,2679,60.075,0.819938569,8.4,7.8,3.875,1,0.648
0,B2 SH,CROSS H CATTLE,2679.5,64.145,0.831421817,7.6,9.4,3.692,1,0.63
0,B2 SH,CROSS H CATTLE,2680,66.009,0.840858554,4.9,12.15,3.626,1,0.611
0,B2 SH,CROSS H CATTLE,2680.5,64.883,0.846460825,5.8,12.1,3.605,1,0.593
0,B2 SH,CROSS H CATTLE,2681,63.606,0.845160078,4.5,11.45,3.543,1,0.574
0,B2 SH,CROSS H CATTLE,2681.5,61.526,0.834102656,6.9,8.35,3.551,1,0.556
0,B2 SH,CROSS H CATTLE,2686,83.396,0.607025878,9.8,10.9,3.594,1,0.389
0,B2 SH,CROSS H CATTLE,2686.5,80.594,0.592953572,2.5,17.95,3.367,1,0.37
0,B2 SH,CROSS H CATTLE,2687,81.894,0.583198774,2.1,20.25,3.34,1,0.352
0,B2 SH,CROSS H CATTLE,2687.5,78.444,0.57818061,0.3,20.85,3.315,1,0.333
0,B2 SH,CROSS H CATTLE,2688,64.898,0.577146985,0.2,19.9,3.404,1,0.315
0,B2 SH,CROSS H CATTLE,2692,76.313,0.653887558,7.9,13.35,3.218,1,0.167
1,B3 SH,CROSS H CATTLE,2696,101.324,0.715585552,6,12.4,3.374,1,0.019
1,B3 SH,CROSS H CATTLE,2696.5,103.582,0.682866796,6.6,12.4,3.4,2,1
1,B3 SH,CROSS H CATTLE,2696.5,103.582,0.682866796,6.6,12.4,3.4,1,1
1,B3 SH,CROSS H CATTLE,2697,104.803,0.653405491,8.5,11.55,3.496,1,0.98
0,B3 SH,CROSS H CATTLE,2697.5,104.224,0.631849462,7.2,13.1,3.429,1,0.96
0,B3 SH,CROSS H CATTLE,2698,101.678,0.617943435,-2.9,20.35,3.13,1,0.94
0,B3 SH,CROSS H CATTLE,2698.5,97.407,0.609167374,-6.8,24.7,3.058,1,0.92
0,B3 SH,CROSS H CATTLE,2699,92.733,0.60162548,-7.4,26.3,3.031,1,0.9
0,B3 SH,CROSS H CATTLE,2699.5,83.768,0.595826777,-7.3,24.75,3.03,1,0.88
0,B3 SH,CROSS H CATTLE,2704.5,87.75,0.617210095,3.4,11.9,3.273,1,0.68
0,B3 SH,CROSS H CATTLE,2705,80.848,0.600864036,2.7,14.35,3.226,1,0.66
0,B3 SH,CROSS H CATTLE,2709,75.398,0.512684396,3.1,11.35,3.138,1,0.5
0,B3 SH,CROSS H CATTLE,2709.5,78.406,0.514149134,4.1,11.15,3.157,1,0.48
0,B3 SH,CROSS H CATTLE,2710,77.553,0.515211304,5.6,10.8,3.179,1,0.46
0,B3 SH,CROSS H CATTLE,2710.5,80.089,0.513883186,6.1,11.45,3.146,1,0.44
0,B3 SH,CROSS H CATTLE,2711,79.586,0.508664363,6.1,12.85,3.113,1,0.42
0,B3 SH,CROSS H CATTLE,2711.5,77.446,0.498586209,7,13.6,3.118,1,0.4
0,B3 SH,CROSS H CATTLE,2718,91.378,0.372727941,3.9,15.65,2.956,1,0.14
0,B3 SH,CROSS H CATTLE,2718.5,93.209,0.395675785,-7.1,22.85,2.692,1,0.12
0,B3 SH,CROSS H CATTLE,2719,99.065,0.419790586,-8.9,27.15,2.627,1,0.1
1,B3 SH,CROSS H CATTLE,2719.5,100.457,0.444513206,-6.4,29,2.722,1,0.08
1,B3 SH,CROSS H CATTLE,2720,93.08,0.46612587,-6.3,29.65,2.857,1,0.06
0,B4 SH,CROSS H CATTLE,2720.5,84.469,0.481299273,-2.8,26.3,3.057,1,0.04
0,B4 SH,CROSS H CATTLE,2721,78.955,0.484726804,5.8,21,3.365,1,0.02
0,B4 SH,CROSS H CATTLE,2721.5,74.66,0.474653253,9,17.7,3.515,1,1
0,B4 SH,CROSS H CATTLE,2721.5,74.66,0.474653253,9,17.7,3.515,2,1
0,B4 SH,CROSS H CATTLE,2722,72.493,0.45331834,11.2,14.1,3.513,1,0.982
0,B4 SH,CROSS H CATTLE,2722.5,71.798,0.421768401,9.8,13.1,3.388,1,0.964
0,B4 SH,CROSS H CATTLE,2723,68.403,0.386677284,7.5,12.85,3.256,1,0.946
0,B4 SH,CROSS H CATTLE,2723.5,65.671,0.350441857,7,12.5,3.145,1,0.929
0,B4 SH,CROSS H CATTLE,2734,95.575,0.278524965,5.5,15.35,2.879,1,0.554
0,B4 SH,CROSS H CATTLE,2734.5,96.582,0.294245716,6.5,15.05,2.872,1,0.536
0,B4 SH,CROSS H CATTLE,2747.5,90.404,0.378579576,-3.7,21.05,2.581,1,0.071
0,B4 SH,CROSS H CATTLE,2748,94.686,0.410608543,-12.8,28,2.442,1,0.054
0,B4 SH,CROSS H CATTLE,2748.5,94.686,0.410608543,-12.8,28,2.442,1,0.054
1,B4 SH,CROSS H CATTLE,2749,93.268,0.441695136,-12.6,29.9,2.512,1,0.036
1,B4 SH,CROSS H CATTLE,2749.5,83.245,0.472317546,-14.3,30.15,2.609,1,0.018
1,B5 SH,CROSS H CATTLE,2754.5,64.146,0.621799224,-18.7,23.45,2.502,2,0.1
0,B5 SH,CROSS H CATTLE,2757,74.567,0.537441283,-8.1,17.75,2.736,1,0.808
0,B5 SH,CROSS H CATTLE,2757.5,79.038,0.543695632,5.4,10.2,3.13,1,0.769
0,B5 SH,CROSS H CATTLE,2758,83.075,0.550228353,2.7,13.35,2.941,1,0.731
0,B5 SH,CROSS H CATTLE,2758.5,86.756,0.550717423,-12.8,25.1,2.358,1,0.692
1,B5 SH,CROSS H CATTLE,2759,89.346,0.540954809,-18.1,33.55,2.155,1,0.654
1,B5 SH,CROSS H CATTLE,2759.5,85.942,0.524915148,-16.5,39.85,2.099,1,0.615
1,B5 SH,CROSS H CATTLE,2760,86.528,0.507180977,-16.5,41.35,2.15,1,0.577
1,B5 SH,CROSS H CATTLE,2760.5,91.581,0.496098992,-18.6,38.7,2.311,1,0.538
1,B5 SH,CROSS H CATTLE,2761,104.216,0.495821753,-14.3,33.35,2.7,1,0.5
1,B5 SH,CROSS H CATTLE,2761.5,103.144,0.505556939,-10.7,31.05,2.907,1,0.462
1,B5 SH,CROSS H CATTLE,2762,99.94,0.526210004,-3.3,28.45,3.141,1,0.423
1,B5 SH,CROSS H CATTLE,2762.5,95.45,0.552668216,1.7,24.85,3.388,1,0.385
1,B5 SH,CROSS H CATTLE,2763,81.581,0.581152892,-0.6,23.3,3.44,1,0.346
1,B5 SH,CROSS H CATTLE,2763.5,76.264,0.591843411,5.5,18.85,3.708,1,0.269
1,B5 SH,CROSS H CATTLE,2764,75.003,0.540079089,5.7,17.85,3.662,1,0.231
1,B5 SH,CROSS H CATTLE,2764.5,74.701,0.46746011,7.9,16.65,3.628,1,0.192
1,B5 SH,CROSS H CATTLE,2765,77.666,0.384532615,5.2,18.1,3.201,1,0.154
1,B5 SH,CROSS H CATTLE,2766.5,70.61,0.268577972,-15.2,35.2,2.453,1,0.038
1,C SH,CROSS H CATTLE,2778.5,101.945,0.486005186,-12.3,33.35,2.573,1,0.952
1,C SH,CROSS H CATTLE,2779,96.726,0.483587297,-12.6,33.3,2.552,1,0.935
1,C SH,CROSS H CATTLE,2779.5,93.814,0.48029446,-8.3,30.75,2.568,1,0.919
1,C SH,CROSS H CATTLE,2780,88.686,0.478277832,-6.3,30.35,2.68,1,0.903
1,C SH,CROSS H CATTLE,2780.5,88.001,0.479863113,-7,31.3,2.72,1,0.887
1,C SH,CROSS H CATTLE,2781,85.241,0.486572151,-7.9,32.85,2.622,1,0.871
1,C SH,CROSS H CATTLE,2781.5,80.347,0.498861689,-10.3,35.05,2.482,1,0.855
1,C SH,CROSS H CATTLE,2782,81.821,0.514149134,-12.4,37.9,2.337,1,0.839
1,C SH,CROSS H CATTLE,2782.5,79.776,0.527758753,-18.2,41.1,2.116,1,0.823
1,C SH,CROSS H CATTLE,2788,75.107,0.480725379,-16,75.5,0.646,1,0.645
1,C SH,CROSS H CATTLE,2793.5,88.53,0.635584266,-12.9,33.55,2.682,1,0.468
1,C SH,CROSS H CATTLE,2794,82.132,0.629409599,-6.3,28.75,3.064,1,0.452
1,C SH,CROSS H CATTLE,2794.5,79.53,0.624282096,-2.9,25.35,3.142,1,0.435
0,C SH,CROSS H CATTLE,2795,81.196,0.621280168,-1.4,22.2,3.235,1,0.419
1,C SH,CROSS H CATTLE,2795.5,81.671,0.618675539,1.3,17.95,3.343,1,0.403
0,C SH,CROSS H CATTLE,2796,81.994,0.617314933,7.7,13.35,3.624,1,0.387
