DeltaPHI,DeltaPHI_diff,Depth,Facies,Formation,GR,GR_diff,ILD_log10,ILD_log10_diff,NM_M,NM_M_diff,PE,PE_diff,PHIND,PHIND_diff,RELPOS,RELPOS_diff,Well Name
1.993,-0.9549999999999998,3035.0,8,B3 LM,53.813,10.531999999999996,0.895,-0.01200000000000001,2,0,4.066,-0.3129999999999997,5.478,2.1269999999999993,0.214,-0.07200000000000004,CHURCHMAN BIBLE
3.033,1.0399999999999998,3035.5,8,B3 LM,61.281000000000006,7.4680000000000035,0.8640000000000001,-0.030999999999999917,2,0,3.5980000000000003,-0.4679999999999995,6.635,1.157,0.14300000000000002,-0.07099999999999998,CHURCHMAN BIBLE
2.843,-0.18999999999999995,3036.0,2,B4 SH,69.5,8.218999999999994,0.8370000000000001,-0.027000000000000024,2,0,3.2680000000000002,-0.33000000000000007,8.387,1.7520000000000007,0.071,-0.07200000000000002,CHURCHMAN BIBLE
3.072,0.2290000000000001,3036.5,2,B4 SH,66.563,-2.9369999999999976,0.8109999999999999,-0.026000000000000134,1,-1,3.188,-0.08000000000000007,9.184,0.7969999999999988,1.0,0.929,CHURCHMAN BIBLE
3.549,0.47699999999999987,3037.0,2,B4 SH,69.688,3.125,0.778,-0.03299999999999992,1,0,3.1430000000000002,-0.04499999999999993,10.806,1.6219999999999999,0.938,-0.062000000000000055,CHURCHMAN BIBLE
4.6160000000000005,1.0670000000000006,3037.5,2,B4 SH,74.938,5.25,0.757,-0.02100000000000002,1,0,3.092,-0.051000000000000156,12.669,1.8630000000000013,0.875,-0.06299999999999994,CHURCHMAN BIBLE
4.885,0.26899999999999924,3038.0,2,B4 SH,82.18799999999999,7.249999999999986,0.745,-0.01200000000000001,1,0,2.9960000000000004,-0.09599999999999964,12.937000000000001,0.2680000000000007,0.813,-0.062000000000000055,CHURCHMAN BIBLE
3.5810000000000004,-1.3039999999999994,3038.5,2,B4 SH,76.125,-6.062999999999988,0.743,-0.0020000000000000018,1,0,3.016,0.019999999999999574,11.751,-1.1860000000000017,0.75,-0.06299999999999994,CHURCHMAN BIBLE
2.844,-0.7370000000000005,3039.0,2,B4 SH,69.875,-6.25,0.746,0.0030000000000000027,1,0,3.055,0.039000000000000146,9.412,-2.3389999999999986,0.688,-0.062000000000000055,CHURCHMAN BIBLE
2.7230000000000003,-0.12099999999999955,3039.5,2,B4 SH,65.438,-4.436999999999998,0.743,-0.0030000000000000027,1,0,3.2089999999999996,0.15399999999999947,8.606,-0.8060000000000009,0.625,-0.06299999999999994,CHURCHMAN BIBLE
3.213,0.48999999999999977,3040.0,2,B4 SH,68.938,3.5,0.735,-0.008000000000000007,1,0,3.1910000000000003,-0.01799999999999935,8.067,-0.5389999999999997,0.563,-0.062000000000000055,CHURCHMAN BIBLE
2.7960000000000003,-0.4169999999999998,3040.5,2,B4 SH,70.875,1.9369999999999976,0.733,-0.0020000000000000018,1,0,3.332,0.14099999999999957,8.679,0.6120000000000001,0.5,-0.06299999999999994,CHURCHMAN BIBLE
2.46,-0.3360000000000003,3041.0,2,B4 SH,75.375,4.5,0.7140000000000001,-0.018999999999999906,1,0,3.236,-0.09599999999999964,8.917,0.23799999999999955,0.43799999999999994,-0.062000000000000055,CHURCHMAN BIBLE
3.565,1.105,3041.5,3,B4 SH,76.938,1.5630000000000024,0.687,-0.027000000000000024,1,0,2.8539999999999996,-0.38200000000000056,10.595,1.6780000000000008,0.375,-0.06299999999999994,CHURCHMAN BIBLE
3.887,0.32200000000000006,3042.0,3,B4 SH,82.18799999999999,5.249999999999986,0.6859999999999999,-0.001000000000000112,1,0,2.342,-0.5119999999999996,20.624000000000002,10.029000000000002,0.313,-0.062,CHURCHMAN BIBLE
-1.003,-4.89,3042.5,3,B4 SH,81.688,-0.4999999999999858,0.705,0.019000000000000017,1,0,2.123,-0.21899999999999986,35.378,14.753999999999998,0.25,-0.063,CHURCHMAN BIBLE
-8.496,-7.493,3044.0,8,B4 LM,49.438,-32.25,0.752,0.04700000000000004,1,0,4.785,2.662,19.434,-15.943999999999999,0.063,-0.187,CHURCHMAN BIBLE
-1.453,7.043,3044.5,8,B4 LM,34.375,-15.063000000000002,0.772,0.020000000000000018,2,1,5.039,0.25399999999999956,12.196,-7.238000000000001,1.0,0.937,CHURCHMAN BIBLE
0.486,1.939,3045.0,8,B4 LM,32.0,-2.375,0.8170000000000001,0.04500000000000004,2,0,4.742,-0.2969999999999997,11.280999999999999,-0.9150000000000009,0.929,-0.07099999999999995,CHURCHMAN BIBLE
-0.126,-0.612,3045.5,8,B4 LM,31.516,-0.48400000000000176,0.8859999999999999,0.06899999999999984,2,0,4.468999999999999,-0.2730000000000006,11.698,0.4170000000000016,0.857,-0.07200000000000006,CHURCHMAN BIBLE
-0.711,-0.585,3046.0,8,B4 LM,38.531,7.015000000000001,0.9359999999999999,0.050000000000000044,2,0,4.668,0.19900000000000073,11.453,-0.245000000000001,0.7859999999999999,-0.07100000000000006,CHURCHMAN BIBLE
-0.8490000000000001,-0.13800000000000012,3046.5,8,B4 LM,50.093999999999994,11.562999999999995,0.9590000000000001,0.02300000000000013,2,0,5.109,0.44099999999999984,10.175,-1.2779999999999987,0.7140000000000001,-0.07199999999999984,CHURCHMAN BIBLE
-1.205,-0.356,3047.0,8,B4 LM,58.25,8.156000000000006,0.963,0.0039999999999998925,2,0,5.641,0.532,9.017000000000001,-1.1579999999999995,0.643,-0.07100000000000006,CHURCHMAN BIBLE
-0.29100000000000004,0.914,3047.5,8,B4 LM,62.125,3.875,0.956,-0.007000000000000006,2,0,5.082,-0.5590000000000002,7.077999999999999,-1.9390000000000018,0.5710000000000001,-0.07199999999999995,CHURCHMAN BIBLE
0.877,1.1680000000000001,3048.0,6,B4 LM,59.281000000000006,-2.843999999999994,0.9229999999999999,-0.03300000000000003,2,0,4.617,-0.46499999999999986,5.275,-1.802999999999999,0.5,-0.07100000000000006,CHURCHMAN BIBLE
2.296,1.4189999999999998,3048.5,6,B4 LM,59.5,0.2189999999999941,0.871,-0.051999999999999935,2,0,4.125,-0.492,3.612,-1.6630000000000003,0.429,-0.07100000000000001,CHURCHMAN BIBLE
2.231,-0.06499999999999995,3049.0,6,B4 LM,51.375,-8.125,0.8109999999999999,-0.06000000000000005,2,0,4.574,0.44899999999999984,3.775,0.1629999999999998,0.35700000000000004,-0.07199999999999995,CHURCHMAN BIBLE
2.612,0.3810000000000002,3049.5,6,B4 LM,46.906000000000006,-4.468999999999994,0.752,-0.05899999999999994,2,0,4.285,-0.2889999999999997,4.273,0.4979999999999998,0.28600000000000003,-0.07100000000000001,CHURCHMAN BIBLE
3.529,0.9169999999999998,3050.0,6,B4 LM,43.938,-2.9680000000000035,0.685,-0.06699999999999995,2,0,3.852,-0.4330000000000003,7.36,3.0870000000000006,0.214,-0.07200000000000004,CHURCHMAN BIBLE
5.685,2.1559999999999997,3050.5,4,B4 LM,49.906000000000006,5.9680000000000035,0.64,-0.04500000000000004,2,0,3.678,-0.17399999999999993,11.112,3.752,0.14300000000000002,-0.07099999999999998,CHURCHMAN BIBLE
6.364,0.6790000000000003,3051.0,6,B4 LM,53.406000000000006,3.5,0.601,-0.039000000000000035,2,0,3.35,-0.32799999999999985,14.534,3.4220000000000006,0.071,-0.07200000000000002,CHURCHMAN BIBLE
1.365,-4.999,3054.0,8,B5 LM,33.906,-19.500000000000007,0.6409999999999999,0.039999999999999925,1,-1,4.879,1.5289999999999995,4.739,-9.795000000000002,0.16699999999999998,0.09599999999999999,CHURCHMAN BIBLE
1.659,0.29400000000000004,3054.5,8,B5 LM,31.109,-2.796999999999997,0.6709999999999999,0.030000000000000027,2,1,4.789,-0.08999999999999986,6.056,1.3170000000000002,1.0,0.833,CHURCHMAN BIBLE
4.629,2.9699999999999998,3055.0,8,B5 LM,33.719,2.6099999999999994,0.695,0.02400000000000002,2,0,3.891,-0.8979999999999997,8.115,2.059,0.983,-0.017000000000000015,CHURCHMAN BIBLE
5.922999999999999,1.2939999999999996,3055.5,8,B5 LM,45.875,12.155999999999999,0.69,-0.0050000000000000044,2,0,3.6910000000000003,-0.19999999999999973,10.777000000000001,2.662000000000001,0.9670000000000001,-0.015999999999999903,CHURCHMAN BIBLE
6.6129999999999995,0.6900000000000004,3056.0,7,B5 LM,57.125,11.25,0.635,-0.05499999999999994,2,0,3.6310000000000002,-0.06000000000000005,12.04,1.2629999999999981,0.95,-0.017000000000000126,CHURCHMAN BIBLE
6.039,-0.5739999999999998,3056.5,7,B5 LM,66.813,9.688000000000002,0.5660000000000001,-0.06899999999999995,2,0,3.742,0.11099999999999977,13.297,1.2570000000000014,0.9329999999999999,-0.017000000000000015,CHURCHMAN BIBLE
6.381,0.3420000000000005,3057.0,7,B5 LM,76.938,10.125,0.509,-0.05700000000000005,2,0,3.719,-0.02300000000000013,14.322000000000001,1.0250000000000004,0.917,-0.015999999999999903,CHURCHMAN BIBLE
6.061,-0.3200000000000003,3057.5,7,B5 LM,93.31299999999999,16.374999999999986,0.466,-0.04299999999999998,2,0,3.531,-0.18799999999999972,15.716,1.3939999999999984,0.9,-0.017000000000000015,CHURCHMAN BIBLE
6.206,0.14500000000000046,3058.0,7,B5 LM,110.31299999999999,17.0,0.405,-0.061,2,0,3.3710000000000004,-0.1599999999999997,16.89,1.1740000000000013,0.867,-0.03300000000000003,CHURCHMAN BIBLE
5.099,-1.1070000000000002,3058.5,7,B5 LM,113.875,3.562000000000012,0.40399999999999997,-0.0010000000000000564,2,0,3.463,0.09199999999999964,16.239,-0.6509999999999998,0.85,-0.017000000000000015,CHURCHMAN BIBLE
3.6919999999999997,-1.4070000000000005,3059.0,7,B5 LM,118.43799999999999,4.562999999999988,0.408,0.0040000000000000036,2,0,3.6069999999999998,0.14399999999999968,14.716,-1.5230000000000015,0.833,-0.017000000000000015,CHURCHMAN BIBLE
3.2760000000000002,-0.4159999999999995,3059.5,7,B5 LM,115.56299999999999,-2.875,0.424,0.016000000000000014,2,0,4.16,0.5530000000000004,13.96,-0.7559999999999985,0.8170000000000001,-0.015999999999999903,CHURCHMAN BIBLE
2.716,-0.56,3060.0,7,B5 LM,94.75,-20.812999999999988,0.446,0.02200000000000002,2,0,4.785,0.625,13.739,-0.22100000000000009,0.8,-0.017000000000000015,CHURCHMAN BIBLE
2.02,-0.6960000000000002,3060.5,8,B5 LM,74.563,-20.186999999999998,0.466,0.020000000000000018,2,0,5.699,0.9139999999999997,14.874,1.1349999999999998,0.7829999999999999,-0.017000000000000126,CHURCHMAN BIBLE
2.241,0.22100000000000009,3061.0,8,B5 LM,54.875,-19.688000000000002,0.479,0.012999999999999956,2,0,6.309,0.6100000000000003,16.118,1.243999999999998,0.767,-0.015999999999999903,CHURCHMAN BIBLE
3.68,1.439,3061.5,9,B5 LM,52.281000000000006,-2.593999999999994,0.486,0.007000000000000006,2,0,7.652,1.343,17.218,1.1000000000000014,0.75,-0.017000000000000015,CHURCHMAN BIBLE
4.463,0.7829999999999999,3062.0,9,B5 LM,48.125,-4.156000000000006,0.479,-0.007000000000000006,2,0,7.598,-0.05400000000000027,18.34,1.1219999999999999,0.733,-0.017000000000000015,CHURCHMAN BIBLE
4.29,-0.17300000000000004,3062.5,9,B5 LM,49.406000000000006,1.281000000000006,0.462,-0.01699999999999996,2,0,6.941,-0.657,18.512,0.1720000000000006,0.7170000000000001,-0.015999999999999903,CHURCHMAN BIBLE
3.075,-1.2149999999999999,3063.0,9,B5 LM,42.688,-6.7180000000000035,0.429,-0.03300000000000003,2,0,5.539,-1.4020000000000001,19.239,0.7270000000000003,0.7,-0.017000000000000126,CHURCHMAN BIBLE
1.8459999999999999,-1.2290000000000003,3063.5,9,B5 LM,41.438,-1.25,0.387,-0.04199999999999998,2,0,5.027,-0.5119999999999996,19.15,-0.08900000000000219,0.6829999999999999,-0.017000000000000015,CHURCHMAN BIBLE
0.672,-1.174,3064.0,9,B5 LM,37.219,-4.219000000000001,0.348,-0.039000000000000035,2,0,5.144,0.11699999999999999,19.006,-0.14399999999999835,0.667,-0.015999999999999903,CHURCHMAN BIBLE
0.292,-0.38000000000000006,3064.5,9,B5 LM,38.656,1.4369999999999976,0.314,-0.033999999999999975,2,0,5.632999999999999,0.488999999999999,17.824,-1.1819999999999986,0.65,-0.017000000000000015,CHURCHMAN BIBLE
0.828,0.536,3065.0,9,B5 LM,43.0,4.344000000000001,0.28300000000000003,-0.030999999999999972,2,0,6.231,0.5980000000000008,17.336,-0.4880000000000031,0.633,-0.017000000000000015,CHURCHMAN BIBLE
1.594,0.7660000000000001,3065.5,9,B5 LM,42.531000000000006,-0.4689999999999941,0.257,-0.026000000000000023,2,0,5.898,-0.3330000000000002,17.302,-0.03399999999999892,0.617,-0.016000000000000014,CHURCHMAN BIBLE
1.921,0.32699999999999996,3066.0,9,B5 LM,41.188,-1.3430000000000035,0.23399999999999999,-0.02300000000000002,2,0,5.754,-0.14400000000000013,17.512,0.21000000000000085,0.6,-0.017000000000000015,CHURCHMAN BIBLE
1.4980000000000002,-0.4229999999999998,3066.5,9,B5 LM,38.25,-2.9380000000000024,0.21100000000000002,-0.022999999999999965,2,0,5.609,-0.14499999999999957,16.861,-0.6509999999999998,0.583,-0.017000000000000015,CHURCHMAN BIBLE
1.629,0.13099999999999978,3067.0,9,B5 LM,39.219,0.9690000000000012,0.184,-0.027000000000000024,2,0,6.711,1.1020000000000003,15.850999999999999,-1.0100000000000016,0.5670000000000001,-0.015999999999999903,CHURCHMAN BIBLE
2.7060000000000004,1.0770000000000004,3067.5,9,B5 LM,40.938,1.7190000000000012,0.16699999999999998,-0.017000000000000015,2,0,8.094,1.3829999999999991,15.214,-0.6369999999999987,0.55,-0.017000000000000015,CHURCHMAN BIBLE
3.576,0.8699999999999997,3068.0,9,B5 LM,38.0,-2.9380000000000024,0.158,-0.00899999999999998,2,0,6.902,-1.1919999999999993,15.857000000000001,0.6430000000000007,0.5329999999999999,-0.017000000000000126,CHURCHMAN BIBLE
3.3080000000000003,-0.2679999999999998,3068.5,9,B5 LM,37.938,-0.06199999999999761,0.14800000000000002,-0.009999999999999981,2,0,6.742000000000001,-0.15999999999999925,16.273,0.4159999999999986,0.517,-0.015999999999999903,CHURCHMAN BIBLE
3.2239999999999998,-0.08400000000000052,3069.0,9,B5 LM,35.156,-2.7820000000000036,0.133,-0.015000000000000013,2,0,6.18,-0.5620000000000012,16.99,0.7169999999999987,0.5,-0.017000000000000015,CHURCHMAN BIBLE
2.679,-0.5449999999999999,3069.5,9,B5 LM,36.094,0.9380000000000024,0.11800000000000001,-0.015,2,0,6.422000000000001,0.24200000000000088,17.585,0.5950000000000024,0.483,-0.017000000000000015,CHURCHMAN BIBLE
2.082,-0.597,3070.0,9,B5 LM,37.063,0.9690000000000012,0.106,-0.01200000000000001,2,0,5.484,-0.9380000000000006,19.158,1.5730000000000004,0.467,-0.01599999999999996,CHURCHMAN BIBLE
1.348,-0.7339999999999998,3070.5,9,B5 LM,41.0,3.9369999999999976,0.1,-0.0059999999999999915,2,0,5.398,-0.0860000000000003,19.453,0.29499999999999815,0.45,-0.017000000000000015,CHURCHMAN BIBLE
1.723,0.375,3071.0,9,B5 LM,42.031000000000006,1.031000000000006,0.106,0.0059999999999999915,2,0,5.297000000000001,-0.10099999999999909,18.688,-0.7650000000000006,0.433,-0.017000000000000015,CHURCHMAN BIBLE
2.001,0.2779999999999998,3071.5,9,B5 LM,43.343999999999994,1.3129999999999882,0.12300000000000001,0.017000000000000015,2,0,5.426,0.12899999999999956,18.165,-0.5229999999999997,0.41700000000000004,-0.01599999999999996,CHURCHMAN BIBLE
1.666,-0.33499999999999996,3072.0,9,B5 LM,40.906,-2.4379999999999953,0.151,0.027999999999999983,2,0,4.93,-0.49600000000000044,17.719,-0.44599999999999795,0.4,-0.017000000000000015,CHURCHMAN BIBLE
1.033,-0.633,3072.5,9,B5 LM,40.531,-0.375,0.184,0.033,2,0,4.894,-0.03599999999999959,17.424,-0.2950000000000017,0.38299999999999995,-0.01700000000000007,CHURCHMAN BIBLE
0.945,-0.08799999999999997,3073.0,9,B5 LM,39.5,-1.0309999999999988,0.22699999999999998,0.04299999999999998,2,0,5.047,0.15299999999999958,16.535999999999998,-0.8880000000000017,0.36700000000000005,-0.015999999999999903,CHURCHMAN BIBLE
0.659,-0.2859999999999999,3073.5,9,B5 LM,42.281000000000006,2.781000000000006,0.29,0.063,2,0,5.391,0.3440000000000003,16.137999999999998,-0.3979999999999997,0.35,-0.01700000000000007,CHURCHMAN BIBLE
0.74,0.08099999999999996,3074.0,9,B5 LM,46.063,3.7819999999999965,0.366,0.07600000000000001,2,0,5.652,0.2610000000000001,15.764000000000001,-0.373999999999997,0.33299999999999996,-0.017000000000000015,CHURCHMAN BIBLE
0.122,-0.618,3074.5,9,B5 LM,47.063,1.0,0.446,0.08000000000000002,2,0,5.507999999999999,-0.14400000000000102,15.600999999999999,-0.16300000000000203,0.317,-0.01599999999999996,CHURCHMAN BIBLE
0.39799999999999996,0.27599999999999997,3075.0,9,B5 LM,45.718999999999994,-1.3440000000000083,0.516,0.07,2,0,5.352,-0.1559999999999988,16.105999999999998,0.504999999999999,0.3,-0.017000000000000015,CHURCHMAN BIBLE
1.393,0.9950000000000001,3075.5,9,B5 LM,42.406000000000006,-3.312999999999988,0.585,0.06899999999999995,2,0,4.926,-0.42600000000000016,16.527,0.4210000000000029,0.28300000000000003,-0.01699999999999996,CHURCHMAN BIBLE
2.044,0.651,3076.0,9,B5 LM,41.593999999999994,-0.8120000000000118,0.643,0.05800000000000005,2,0,4.875,-0.051000000000000156,16.266,-0.2610000000000028,0.267,-0.016000000000000014,CHURCHMAN BIBLE
1.426,-0.6180000000000001,3076.5,9,B5 LM,44.531000000000006,2.937000000000012,0.68,0.03700000000000003,2,0,5.031000000000001,0.15600000000000058,15.42,-0.8459999999999983,0.25,-0.017000000000000015,CHURCHMAN BIBLE
0.18100000000000002,-1.2449999999999999,3077.0,9,B5 LM,49.25,4.718999999999994,0.7070000000000001,0.027000000000000024,2,0,6.062,1.0309999999999997,13.491,-1.9290000000000003,0.233,-0.016999999999999987,CHURCHMAN BIBLE
-0.061,-0.24200000000000002,3077.5,9,B5 LM,59.593999999999994,10.343999999999994,0.735,0.027999999999999914,2,0,6.227,0.16500000000000004,11.536,-1.955,0.217,-0.016000000000000014,CHURCHMAN BIBLE
0.243,0.304,3078.0,9,B5 LM,74.0,14.406000000000006,0.768,0.03300000000000003,2,0,5.672000000000001,-0.5549999999999997,9.67,-1.8659999999999997,0.2,-0.016999999999999987,CHURCHMAN BIBLE
1.28,1.037,3078.5,9,B5 LM,127.5,53.5,0.802,0.03400000000000003,2,0,4.406000000000001,-1.266,8.876,-0.7940000000000005,0.183,-0.017000000000000015,CHURCHMAN BIBLE
3.48,2.2,3079.0,9,B5 LM,185.25,57.75,0.83,0.027999999999999914,2,0,3.912,-0.49400000000000066,7.995,-0.8809999999999993,0.16699999999999998,-0.016000000000000014,CHURCHMAN BIBLE
4.614,1.134,3079.5,9,B5 LM,222.5,37.25,0.852,0.02200000000000002,2,0,3.557,-0.355,6.959,-1.0360000000000005,0.15,-0.016999999999999987,CHURCHMAN BIBLE
0.243,-4.3709999999999996,3080.0,9,B5 LM,74.0,-148.5,0.768,-0.08399999999999996,2,0,5.672000000000001,2.1150000000000007,9.67,2.7110000000000003,0.2,0.05000000000000002,CHURCHMAN BIBLE
1.28,1.037,3080.5,7,B5 LM,127.5,53.5,0.802,0.03400000000000003,2,0,4.406000000000001,-1.266,8.876,-0.7940000000000005,0.183,-0.017000000000000015,CHURCHMAN BIBLE
3.48,2.2,3081.0,7,B5 LM,185.25,57.75,0.83,0.027999999999999914,2,0,3.912,-0.49400000000000066,7.995,-0.8809999999999993,0.16699999999999998,-0.016000000000000014,CHURCHMAN BIBLE
4.614,1.134,3081.5,7,B5 LM,222.5,37.25,0.852,0.02200000000000002,2,0,3.557,-0.355,6.959,-1.0360000000000005,0.15,-0.016999999999999987,CHURCHMAN BIBLE
4.225,-0.38900000000000023,3082.0,7,B5 LM,202.625,-19.875,0.867,0.015000000000000013,2,0,3.69,0.133,6.225,-0.734,0.133,-0.016999999999999987,CHURCHMAN BIBLE
4.381,0.15600000000000058,3082.5,7,B5 LM,177.5,-25.125,0.86,-0.007000000000000006,2,0,3.8360000000000003,0.14600000000000035,4.896,-1.3289999999999997,0.11699999999999999,-0.016000000000000014,CHURCHMAN BIBLE
5.122999999999999,0.7419999999999991,3083.0,7,B5 LM,174.75,-2.75,0.8440000000000001,-0.015999999999999903,2,0,3.852,0.01599999999999957,3.813,-1.0829999999999997,0.1,-0.016999999999999987,CHURCHMAN BIBLE
6.249,1.1260000000000003,3083.5,7,B5 LM,184.125,9.375,0.812,-0.03200000000000003,2,0,3.8280000000000003,-0.023999999999999577,3.565,-0.24800000000000022,0.083,-0.017,CHURCHMAN BIBLE
6.249,0.0,3084.0,7,B5 LM,184.125,0.0,0.812,0.0,2,0,3.8280000000000003,0.0,3.565,0.0,0.083,0.0,CHURCHMAN BIBLE
7.296,1.0470000000000006,3084.5,7,B5 LM,178.625,-5.5,0.758,-0.05400000000000005,2,0,3.4939999999999998,-0.3340000000000005,5.3020000000000005,1.7370000000000005,0.067,-0.016,CHURCHMAN BIBLE
7.562,0.266,3085.0,7,B5 LM,154.75,-23.875,0.701,-0.05700000000000005,2,0,3.551,0.057000000000000384,7.965,2.6629999999999994,0.05,-0.017,CHURCHMAN BIBLE
7.388,-0.17400000000000038,3085.5,7,B5 LM,128.0,-26.75,0.6409999999999999,-0.06000000000000005,2,0,3.33,-0.22100000000000009,10.874,2.9090000000000007,0.033,-0.017,CHURCHMAN BIBLE
5.83,-1.5579999999999998,3086.0,6,B5 LM,110.0,-18.0,0.59,-0.050999999999999934,2,0,3.4160000000000004,0.0860000000000003,12.286,1.411999999999999,0.017,-0.016,CHURCHMAN BIBLE
4.46,-1.37,3086.5,3,C SH,99.68799999999999,-10.312000000000012,0.551,-0.038999999999999924,1,-1,3.1719999999999997,-0.24400000000000066,12.63,0.3440000000000012,1.0,0.983,CHURCHMAN BIBLE
2.024,-2.436,3087.0,3,C SH,100.875,1.1870000000000118,0.529,-0.02200000000000002,1,0,2.367,-0.8049999999999997,19.217,6.586999999999998,0.971,-0.029000000000000026,CHURCHMAN BIBLE
-4.122,-6.146,3087.5,3,C SH,94.375,-6.5,0.52,-0.009000000000000008,1,0,2.059,-0.30799999999999983,34.884,15.667000000000002,0.941,-0.030000000000000027,CHURCHMAN BIBLE
-6.8,-2.678,3088.0,3,C SH,86.43799999999999,-7.937000000000012,0.512,-0.008000000000000007,1,0,1.814,-0.2450000000000001,48.597,13.713000000000001,0.912,-0.028999999999999915,CHURCHMAN BIBLE
-6.867999999999999,-0.06799999999999962,3088.5,3,C SH,74.563,-11.874999999999986,0.511,-0.0010000000000000009,1,0,1.8940000000000001,0.08000000000000007,49.787,1.1899999999999977,0.882,-0.030000000000000027,CHURCHMAN BIBLE
-2.572,4.295999999999999,3089.0,3,C SH,63.093999999999994,-11.469000000000008,0.521,0.010000000000000009,1,0,2.52,0.6259999999999999,40.316,-9.470999999999997,0.8240000000000001,-0.05799999999999994,CHURCHMAN BIBLE
2.082,4.654,3089.5,3,C SH,60.938,-2.1559999999999917,0.526,0.0050000000000000044,1,0,2.504,-0.016000000000000014,38.69,-1.6260000000000048,0.794,-0.030000000000000027,CHURCHMAN BIBLE
2.334,0.2520000000000002,3090.0,3,C SH,62.343999999999994,1.4059999999999917,0.535,0.009000000000000008,1,0,2.443,-0.06099999999999994,38.486,-0.20400000000000063,0.765,-0.029000000000000026,CHURCHMAN BIBLE
3.2230000000000003,0.8890000000000002,3090.5,3,C SH,63.938,1.5940000000000083,0.542,0.007000000000000006,1,0,2.3930000000000002,-0.04999999999999982,38.574,0.08800000000000097,0.735,-0.030000000000000027,CHURCHMAN BIBLE
3.429,0.20599999999999952,3091.0,3,C SH,65.688,1.75,0.547,0.0050000000000000044,1,0,2.66,0.2669999999999999,37.294000000000004,-1.279999999999994,0.706,-0.029000000000000026,CHURCHMAN BIBLE
2.625,-0.8039999999999998,3091.5,3,C SH,67.313,1.625,0.551,0.0040000000000000036,1,0,2.795,0.1349999999999998,34.093,-3.2010000000000005,0.6759999999999999,-0.030000000000000027,CHURCHMAN BIBLE
2.915,0.29000000000000004,3092.0,3,C SH,74.688,7.375,0.546,-0.0050000000000000044,1,0,2.838,0.04300000000000015,31.412,-2.6810000000000045,0.647,-0.028999999999999915,CHURCHMAN BIBLE
3.9019999999999997,0.9869999999999997,3092.5,3,C SH,75.813,1.125,0.5539999999999999,0.007999999999999896,1,0,2.674,-0.16400000000000015,29.545,-1.8669999999999973,0.588,-0.05900000000000005,CHURCHMAN BIBLE
4.708,0.8060000000000005,3093.0,2,C SH,70.25,-5.563000000000002,0.5670000000000001,0.013000000000000123,1,0,2.395,-0.2789999999999999,28.983,-0.5620000000000012,0.5589999999999999,-0.029000000000000026,CHURCHMAN BIBLE
3.409,-1.2990000000000004,3093.5,2,C SH,68.625,-1.625,0.596,0.028999999999999915,1,0,2.186,-0.20900000000000007,32.479,3.4959999999999987,0.529,-0.029999999999999916,CHURCHMAN BIBLE
-0.391,-3.8,3094.0,2,C SH,69.313,0.6880000000000024,0.626,0.030000000000000027,1,0,2.137,-0.04899999999999993,33.936,1.4570000000000007,0.5,-0.029000000000000026,CHURCHMAN BIBLE
-4.575,-4.184,3094.5,2,C SH,73.813,4.5,0.648,0.02200000000000002,1,0,2.383,0.246,32.260999999999996,-1.6750000000000043,0.47100000000000003,-0.02899999999999997,CHURCHMAN BIBLE
-4.527,0.04800000000000004,3095.0,2,C SH,70.625,-3.1880000000000024,0.6759999999999999,0.027999999999999914,1,0,3.113,0.73,24.888,-7.372999999999994,0.441,-0.030000000000000027,CHURCHMAN BIBLE
6.794,11.321,3095.5,2,C SH,62.188,-8.436999999999998,0.7290000000000001,0.05300000000000016,1,0,3.693,0.5800000000000001,11.419,-13.469000000000001,0.382,-0.059,CHURCHMAN BIBLE
6.874,0.08000000000000007,3096.0,2,C SH,68.75,6.561999999999998,0.763,0.03399999999999992,1,0,3.8539999999999996,0.1609999999999996,10.704,-0.7149999999999999,0.353,-0.029000000000000026,CHURCHMAN BIBLE
7.047000000000001,0.17300000000000093,3096.5,2,C SH,70.563,1.8130000000000024,0.785,0.02200000000000002,1,0,3.883,0.02900000000000036,9.847999999999999,-0.8560000000000016,0.324,-0.02899999999999997,CHURCHMAN BIBLE
4.635,-2.412000000000001,3097.0,2,C SH,68.813,-1.75,0.78,-0.0050000000000000044,1,0,4.039,0.1559999999999997,10.745999999999999,0.8979999999999997,0.294,-0.030000000000000027,CHURCHMAN BIBLE
4.0889999999999995,-0.5460000000000003,3097.5,2,C SH,63.063,-5.75,0.758,-0.02200000000000002,1,0,3.918,-0.12099999999999955,10.657,-0.08899999999999864,0.265,-0.02899999999999997,CHURCHMAN BIBLE
4.598,0.5090000000000003,3098.0,2,C SH,70.0,6.936999999999998,0.725,-0.03300000000000003,1,0,3.2969999999999997,-0.6210000000000004,13.908,3.2509999999999994,0.235,-0.030000000000000027,CHURCHMAN BIBLE
-2.975,-7.573,3098.5,2,C SH,77.625,7.625,0.647,-0.07799999999999996,1,0,2.3609999999999998,-0.9359999999999999,36.031,22.122999999999998,0.17600000000000002,-0.05899999999999997,CHURCHMAN BIBLE
-1.253,1.7220000000000002,3099.0,2,C SH,79.125,1.5,0.609,-0.038000000000000034,1,0,2.15,-0.21099999999999985,39.583,3.5519999999999996,0.147,-0.029000000000000026,CHURCHMAN BIBLE
